Name,Rating,Date,Review,Sentiment,Processed_Review
ersan raka sanjaya,4,4 bulan lalu di,Selimut dan seprei mohon diperhatikan lg,1,selimut seprei mohon perhati lg
Halla M,3,5 tahun lalu di,"Interior bagus, lobby juga bagus, cocok buat nerima tamu, tapi kesan pertama masuk kamar pengap bgt sih, sayangnya juga ac nya bau, kamar mandi juga agak sempit menurutku,airnya panas dingin kayak hatiku kalo liat kamu jalan sama pacarmu. â¦",-1,interior bagus lobby bagus cocok nerima tamu kesan masuk kamar pengap bgt sih sayang ac nya bau kamar mandi sempit menurutkuairnya panas dingin kayak hati kalo liat jalan pacar 
Bonardo Partogu Tarihoran,3,5 tahun lalu di,"Sampe 2 hari sabun di kamar lantai 7 tidak di isi ulang. Dri awal chekin udh kosong,besoknya make up room gk di isi ulang. Kasurnya terlalu empuk/kempes. Sarapan kurang variasi utk makanan berat nya.",-1,sampe 2 sabun kamar lantai 7 isi ulang dri chekin udh kosongbesoknya make up room gk isi ulang kasur empukkempes sarap variasi utk makan berat nya
onky rebel,2,setahun lalu di,"Parah kamarnya, suara dari luar masuk semua dari kamar sebelah pun sangat terdengar, bednya gembos, wkwk. Untung dekat dengan tugu. Yg lainnya minus",-1,parah kamar suara masuk kamar belah dengar bednya gembos wkwk untung tugu yg minus
Fahmi Adimara,4,7 tahun lalu di,"Tampak depan hotel ini menjulang megah, aksesnya sangat mudah karena terletak di pinggir jalan. Fasilitas full wifi, ada pilihan smoking room atau non smoking room dan dari dalam kamar kita bisa melihat pemandangan Kota Yogyakarta dari â¦",1,hotel julang megah akses mudah letak pinggir jalan fasilitas full wifi pilih smoking room non smoking room kamar pandang kota yogyakarta 
jatu rama wijaya,1,2 bulan lalu di,Ac mati kamar 201,-1,ac mati kamar 201
setiawan sigit,4,4 tahun lalu di,"Dear citra dream, kemarin saya pas kesini mungkin orang HK nya lupa buat check ato keburu buru check, kelupaan alat mandi sama handuk engga di set up di kamarmandi, dan udah terlanjur mandi akhirnya telp ke Recepsion, terus orang HK nya mau â¦",1,dear citra dream kemarin pas kesini orang hk nya lupa check ato keburu buru check lupa alat mandi handuk engga set up kamarmandi udah lanjur mandi telp recepsion orang hk nya 
Poerwo Aji,5,2 tahun lalu di,Nyaman.....tidurku pules  sampai mimpi  indah..tapi1 sabun mandi cairnya kurang greget  gak berbusa.......untuk2 selebihnya aku tersepona,1,nyamantidurku pules mimpi indahtapi1 sabun mandi cair greget gak berbusauntuk2 lebih tersepona
Ahmad Indi Yulianto,5,4 tahun lalu di,"(+) Lokasi mudah ditemukan. Check in cepat. Kamar bersih , nyaman, dan modern. Semua fasilitas kondisi baik. Pelayanan room service oke. Harga terjangkau â¦",1,lokasi mudah temu check in cepat kamar bersih nyaman modern fasilitas kondisi layan room service oke harga jangkau 
hfirdy hfirdy,5,5 tahun lalu di,"Best Option for Budget Traveler !

Citradream Yogyakarta ini adalah hotel Citradream pertama yang saya tinggali, â¦",1,best option for budget traveler citradream yogyakarta hotel citradream tinggal 
Bagus Fibrianto,5,5 tahun lalu di,"Hotelnya bagus, nyaman, dan pelayanannya juga ramah. Maknanan tidak terlalu mahal dan rasanya enak. Ukuran kamar juga lumayan lega. Tapi suara ruangan kurang kedap, kadang terdengar suara pintu, tv, atau air dari ruang lain. Overall bagus deh.",1,hotel bagus nyaman layan ramah maknanan mahal enak ukur kamar lumayan lega suara ruang kedap kadang dengar suara pintu tv air ruang overall bagus deh
Dewy Shinta,5,4 tahun lalu di,Affordable price. Utk kamar jauh lbh baik citradream dibanding pop hotel. Makanan standar. Disediakan dispenser jadi bs isi ulang air minum. Lokasi sangat strategis hanya 1 km dr beringharjo dan malioboro,1,affordable price utk kamar lbh citradream banding pop hotel makan standar sedia dispenser bs isi ulang air minum lokasi strategis 1 km dr beringharjo malioboro
Muhammad Farid Hakim,5,2 tahun lalu di,"Pengalaman terbaik menginap di citradream, dapet kamar paling atas dengan view pemandangan kota. Pelayanan dari staf hotel terbaik, ramah, helpful, dan protokol kesehatan diterapkan dengan baik. Akomodasi ini cocok buat staycation atau work from hotel, dengan budget murah bisa merasakan kenyamanan terbaik",1,alam baik inap citradream dapet kamar view pandang kota layan staf hotel baik ramah helpful protokol sehat terap akomodasi cocok staycation work from hotel budget murah rasa nyaman baik
Darya Cahyadi,4,2 tahun lalu di,"4 malam untuk urusan dinas. pelayanan responsif. Strategis ke tempat wisata, area kerja, dan tempat makan.
Kasih 4 bintang. Karena 1 bintangnya lagi minus di suara kamar sebelah terdengar. Oh no...",1,4 malam urus dinas layan responsif strategis wisata area kerja makan kasih 4 bintang 1 bintang minus suara kamar belah dengar oh no
Nak ji Nak beh,5,4 tahun lalu di,"Sangat bagus. Pelayanan dan fasilitas memuaskan, mungkin kecepatan wifi saja perlu di tambah. Sempat terlambat untuk check out namun masih diperbolehkan untuk mengambil barang di dalam kamar.",1,bagus layan fasilitas muas cepat wifi lambat check out boleh ambil barang kamar
Maharani Ratna,2,2 tahun lalu di,"kamar mandi kurang bersih, selimut dan bantal warna putihnya mangkak, bantal kempes, ketika menyampaikan keluhan ke bagian resepsionis malah resepsionis tidak meminta maaf, justru membela diri.",-1,kamar mandi bersih selimut bantal warna putih mangkak bantal kempes keluh resepsionis resepsionis maaf bela
arya perdhana,5,5 tahun lalu di,"value for money banget nih hotel. lokasi strategis, cuma 200 meter dari Tugu. buat dapat Gocar/Grabcar juga mudah. meski kamarnya agak kurang kedap suara, tapi bisa dimaklumi lah.",1,value for money banget nih hotel lokasi strategis 200 meter tugu gocargrabcar mudah kamar kedap suara maklum
Wilson,3,5 tahun lalu di,Budget hotel milik group Ciputra yang berada di lokasi strategis dekat Tugu dan berbagai tempat kuliner lokal. Ukuran kamar agak kecil dan kasur terlalu lembek. Tapi ya sesuailah dengan rate harga di bawah 400 ribu. Cocok bagi yang budget terbatas atau keperluan dinas kantor.,-1,budget hotel milik group ciputra lokasi strategis tugu kuliner lokal ukur kamar kasur lembek ya sesuai rate harga 400 ribu cocok budget batas perlu dinas kantor
Prasetyo Budi Widagdo,5,4 tahun lalu di,Terletak di lokasi yang strategis di tengah-tengah kota Jogja. Hotel berkualitas dengan harga yang relatif bersahabat di kantong. Kualitas pelayanan sangat baik sama seperti hotel citradream yang pernah saya kunjungi di Semarang dan Cirebon. Pokoknya sangat recommended buat hotel ini.,1,letak lokasi strategis tengahtengah kota jogja hotel kualitas harga relatif sahabat kantong kualitas layan hotel citradream kunjung semarang cirebon pokok recommended hotel
randy sepasaci,5,setahun lalu di,"Dari beberapa hotel yang disinggahi selama dijogja makanan diresto hotel ini yang paling berasa dari rasanya,mantap pertahankan",1,hotel singgah dijogja makan diresto hotel asa rasanyamantap tahan
Anggita Rahma,5,2 tahun lalu di,"Hotel yang nyaman, kamar rapi, AC kenceng, WiFi kenceng, chek in juga cepat, lokasi juga strategis, dekat dengan tugu Yogyakarta (bisa jalan kaki), Malioboro (lumayan kalo jalan kaki), â¦",1,hotel nyaman kamar rapi ac kenceng wifi kenceng chek in cepat lokasi strategis tugu yogyakarta jalan kaki malioboro lumayan kalo jalan kaki 
agus asr,4,5 tahun lalu di,Kamar nya Bagus nyaman view dari lantai atas nya bagus bisa liat sunset juga mantep deh kalo proses checkin & checkout juga cepat tapi sayang nya enggak ada pemanas air di room nya sama shampo sama sabun nya hampir habis enggak diisi ulang sma pegawai nya selebih nya sih oke2 aja,1,kamar nya bagus nyaman view lantai nya bagus liat sunset mantep deh kalo proses checkin checkout cepat sayang nya panas air room nya shampo sabun nya habis isi ulang sma pegawai nya lebih nya sih oke2 aja
Silvia Nora,4,3 tahun lalu di,"Deket bgt sama tugu jogja bisa jalan kaki, cocok buat nginep bagi yg maj jalanâ sekitaran jogja karna deket kemanaâ. Sup jagungnya enak ðð» pelayanan baik, kamar standar. Fyi aku pesen kamar superior di lantai 7 jadi view nya bisa liat kota jogja. â¦",1,deket bgt tugu jogja jalan kaki cocok nginep yg maj jalan sekitar jogja karna deket mana sup jagung enak  layan kamar standar fyi sen kamar superior lantai 7 view nya liat kota jogja 
Aris Fadilah,3,3 tahun lalu di,Lumayan Bagus temptnya karna berada d lokasi strategis dkt dengan malioboro.staf juga ramah.hanya sayang parkir mobil agak smpit.untuk makan tidak trlalu sulit karna banyak warung makan d depan hotel,-1,lumayan bagus temptnya karna d lokasi strategis dkt malioborostaf ramahhanya sayang parkir mobil smpituntuk makan trlalu sulit karna warung makan d hotel
Evan Gomet,1,6 tahun lalu di,"Sprei kotor, bantal lepek, kasur lembek bikin sakit badan, handuk lusuh dan kotor. Di lobby tdk ada toilet, parkir sempit. Harga tdk murah jg. Keuntungan : hanya dekat dgn  tugu.",-1,sprei kotor bantal lepek kasur lembek bikin sakit badan handuk lusuh kotor lobby tdk toilet parkir sempit harga tdk murah jg untung dgn tugu
Budi Prihartono,2,setahun lalu di,fasilitas kamar hotel banyak rusak dan waktu sarapan mau pesan omelet tidak ada telur,-1,fasilitas kamar hotel rusak sarap pesan omelet telur
The Baking Republic,4,5 tahun lalu di,"Great budget hotel. Bersih, nyaman, ac dingin (kamar 707). Ada water dispenser di setiap lorong, gampang untuk refill air minum kalau kehabisan. Dekat dengan Tugu, tidak susah cari makanan, ada penjual mendoan di sebrang hotel.",1,great budget hotel bersih nyaman ac dingin kamar 707 water dispenser lorong gampang refill air minum habis tugu susah cari makan jual mendoan sebrang hotel
Tengku Iswandi,1,2 tahun lalu di,Resepsionisnya ga konfom dl ke pada tamu. Mau di perpanjang ato ga. Tolong jaga kualitas servis nya. Jangan mentang2 weekend seperti itu. Jadikanlah masa covid pelajaran back kita semua. Jadi prioritaskan pelayanan. Jangan nanya bicara keuntungan semata.,-1,resepsionis ga konfom dl tamu panjang ato ga tolong jaga kualitas servis nya mentang2 weekend jadi covid ajar back prioritas layan nanya bicara untung
Michael Tanu,4,7 tahun lalu di,"Untuk letak hotel ini sangat strategis, untuk menuju tugu dan malioboro dapat dilakukan dengan berjalan kaki,,, â¦",1,letak hotel strategis tugu malioboro jalan kaki 
Rifqi Al Abror,5,4 tahun lalu di,"Room small, but so nice...Memperhatikan sudut2 kecil semaksimal mungkin :)
Rekomendasi bgt, karena dekat banget dengan Tugu Jogja
Pas malam juga banyak orang jualan sekitar hotel â¡â¡",1,room small but so nicememperhatikan sudut2 maksimal rekomendasi bgt banget tugu jogja pas malam orang jual hotel 
Bobi Sancez,5,3 tahun lalu di,"Maaf Ga sempet ambil foto hotelnya.

saya baru review stelah bbrapa bulan, Yang jelas Saya suka nginep disini. Jalan- â¦",1,maaf ga sempet ambil foto hotel review stelah bbrapa suka nginep jalan 
Travelingbae,4,6 tahun lalu di,"Letaknya sangat strategis, dekat dengan Tugu Jogja dan Pasar Kranggan. Gampang kalau mau pergi kemana-mana.
Ruangan kamar tidak terlalu besar tapi cukup nyaman dan bersih.
Sesuai dengan harga yang kita bayarkan.",1,letak strategis tugu jogja pasar kranggan gampang pergi kemanamana ruang kamar nyaman bersih sesuai harga bayar
Gisela Rieka (Rieka),4,5 tahun lalu di,"Lobby nya tertata apik, ada sudut hijaunya dekat reception jadi tidak bosan atau jenuh berada disini, akses menuju kamar juga mudah. Ada yang unik di hotel ini, tiap kamar dilengkapi dengan alarm ketika kita menutup kamar dengan tidak benar/tidak betul-betul rapet. Hal kecil yangemberikan kita rasa aman tinggal disini.",1,lobby nya tata apik sudut hijau reception bosan jenuh akses kamar mudah unik hotel kamar lengkap alarm tutup kamar benartidak betulbetul rapet yangemberikan aman tinggal
Esa Hilma Aulia,4,6 tahun lalu di,"Hotelnya sangat rapi dan bersih. Aksesnya juga sangat mudah. Agak jauh dari lokasi keramaian, jadi sangat cocok untuk anda yang ingin beristirahat di tempat yang tidak bising. â¦",1,hotel rapi bersih akses mudah lokasi ramai cocok istirahat bising 
Siti Wilda,5,setahun lalu di,"Kesini pas famgath. Tempatnya enak, bersih,  cukup luas jadi leluasa untuk menyimpan barang",1,kesini pas famgath tempat enak bersih luas leluasa simpan barang
Syaiful Anies,4,3 tahun lalu di,"Tempatnya lumayan bersih , nyaman, air panas nya mantap selalu tersedia , parkir cukup luas , harga nya masih dalam tingkat wajar , strategis dan mudah di jangkau",1,tempat lumayan bersih nyaman air panas nya mantap sedia parkir luas harga nya tingkat wajar strategis mudah jangkau
Han Dika,3,4 tahun lalu di,"lumayan bagus lah,tapi sayang saat kita msh tdr ada room boy yg bs buka kamar dr luar dg alasan kmr mau di bersihkan.... tolong ini pihak manageman unk memberi teguran.. di hotel bintang gak pernah sampai terjadi seperti itu...",-1,lumayan bagus lahtapi sayang msh tdr room boy yg bs buka kamar dr dg alas kmr sih tolong manageman unk tegur hotel bintang gak
Yunita Nuranggraeni,5,3 tahun lalu di,"Bersih, murah, nyaman.. utk kamar tidak ada peredam suara shg suara dr luar terdengar di kamar  utk acnya dingin banget berasa tidur di frezer",1,bersih murah nyaman utk kamar redam suara shg suara dr dengar kamar utk acnya dingin banget asa tidur frezer
Benny G,4,5 tahun lalu di,Hotel ini:||- cukup nyaman ||- posisi asik banyak kuliner n deket ke malioboro||- agak berisik dari dalam kamar orang jalan aja gludak gluduk kedengeran bgt||- sarapan lumayan||- kebersihan agak kurang (semoga manajemen dengar)||- water heater cakep||- harga masih masuk akal,1,hotel nyaman posisi asik kuliner n deket malioboro berisik kamar orang jalan aja gludak gluduk kedengeran bgt sarap lumayan bersih moga manajemen dengar water heater cakep harga masuk akal
Rosna Then,3,6 tahun lalu di,"Hotel kecil dan nyaman ditengah kota. Sangat dekat ke Tugu Yogyakarta, ke Gudeg Bu Djuminten, Malioboro, Keraton dan lainnya. Juga dekat dari stasiun kereta Tugu. â¦",-1,hotel nyaman tengah kota tugu yogyakarta gudeg bu djuminten malioboro keraton stasiun kereta tugu 
Eva Lim,1,5 tahun lalu di,"Tempat tidur alias ranjang nya jeblos, lembek, gak seperti hotel-hotel budget pada umum nya yg saya pernah pakai menginap. Ini sih kaget banget kami waktu pertama sampe kamar dan duduk di atas ranjang nya.
Selimut nya juga berbercak dan bernoda di beberapa titik.",-1,tidur alias ranjang nya jeblos lembek gak hotelhotel budget nya yg pakai inap sih kaget banget sampe kamar duduk ranjang nya selimut nya bercak noda titik
Dino Rahardja,4,4 tahun lalu di,"Hotel yg cukup nyaman utk bermalam. Fasilitas cukup baik sesuai dgn harga hotel ini. Utk breakfast cukup bervariasi.
Cuman, utk compliment dlm kamar spt kopi dan teh tidak tersedia.",1,hotel yg nyaman utk malam fasilitas sesuai dgn harga hotel utk breakfast variasi cuman utk compliment dlm kamar spt kopi teh sedia
rio subekti,1,setahun lalu di,"Freon ac abis selama 6 jam, tap kartu untuk masuk kamar rusak jadi harus manual",-1,freon ac abis 6 jam tap kartu masuk kamar rusak manual
Purwani Ramadhani Wulansari,5,3 tahun lalu di,"Hotelnya berada di dekat tugu jogja, harganya bersahabat... kamar bersih, air lancar.. wifi lancar... sayangnya pintu kurang kedap, jadi saat ada yg lewat depan kamar suaranya terdengar jelas smp di dalam kamar...",1,hotel tugu jogja harga sahabat kamar bersih air lancar wifi lancar sayang pintu kedap yg kamar suara dengar smp kamar
anicka tamaya,5,5 tahun lalu di,Beberapa kali saya berkunjung dan menginap di hotel citradream sangat puas..  Hotelnya bersih kamar juga elegan dengan view merapi.. Kamar mandi jg oke gak pernah ada masalah..  Selalu jd hotel andalan untuk menginap jika ke jogja,1,kali kunjung inap hotel citradream puas hotel bersih kamar elegan view rapi kamar mandi jg oke gak jd hotel andal inap jogja
tansu annette,5,3 bulan lalu di,Cukup tenang dan dekat dengan kota,1,tenang kota
Zakiyah Bafagih,4,5 tahun lalu di,"Hotelnya standart sih, AC kamarnya suka bunyi jadi agak serem gitu, terus nggak ada arah kiblat padahal mayoritas penduduk Indonesia itu muslim jadi menurut saya seharusnya di setiap kamar ada arah kiblat",1,hotel standart sih ac kamar suka bunyi rem gitu nggak arah kiblat mayoritas duduk indonesia muslim kamar arah kiblat
Anton Iwan,5,3 tahun lalu di,"Mantap kali ð
kamar, tmpat tidur, kamar mandi, tv & kebersihan kamarnya sangat luar biasa ð
harga jg cukup ekonomis dan berani bersaing dgn yg lain ð â¦",1,mantap kali  kamar tmpat tidur kamar mandi tv bersih kamar  harga jg ekonomis berani saing dgn yg  
Desmayu,5,4 tahun lalu di,"Hotel tepat dipinggir jalan besar, kamarnya nyaman, pelayanan ok, stafnya ramah, deket juga kalau mau ke malioboro naik grab hnya 10rb ð depan hotel ada sekolahan jd klo pagi agak ramai jalannya dan sedikit padet dijam sekolah ð¤ menu sarapan enak, tpi ruang utk makannya agak kecil ð â¦",1,hotel pinggir jalan kamar nyaman layan ok staf ramah deket malioboro grab hnya 10rb  hotel sekolah jd klo pagi ramai jalan padet jam sekolah  menu sarap enak tpi ruang utk makan  
Bebe Cell,4,5 tahun lalu di,"Letaknya sangat strategis. Saya menginap beberapa kali mendapat kamar yang bersih, kamar mandi juga bersih. Staf sangat ramah. Sayang parkirannya sempit, kamarnya juga tdk cukup luas.",1,letak strategis inap kali kamar bersih kamar mandi bersih staf ramah sayang parkir sempit kamar tdk luas
Mohammad Husein,4,5 tahun lalu di,"Lumayan buat istirahat. Tp kmren dapat kamar yang mesin acnya pas d luar kamar, jadi suaranya degung, ganggu  banget. Tp pihak hotel membolehkan buat ganti kamar. Mayanlah",1,lumayan istirahat tp kmren kamar mesin acnya pas d kamar suara degung ganggu banget tp hotel boleh ganti kamar mayanlah
Rohmad Efendi,3,6 tahun lalu di,"Harga sesuai dengan fasilitas, kasur agak amblas kalo dipakai, kamar tidak kedap suara, AC sangat dingin, WiFi standart, namun pelayanan oke, staff ramah, letak strategis, parkir juga selalu dipandu oleh security, cocok untuk anda yang mementingkan budget",-1,harga sesuai fasilitas kasur amblas kalo pakai kamar kedap suara ac dingin wifi standart layan oke staff ramah letak strategis parkir pandu security cocok penting budget
fenska sipahelut,2,2 tahun lalu di,"Orngx di sana baik, lembut,dan ramah,tpi hotelx yg kurng baik.  Kenp?karna fasilitas di dlm kamr hotlx tdk baik dlm hal ini ,kasurx yg agak kotor ,dan dlm ruanganx juga bau rokok ,dan tdk ad pewangi ruangan ,",-1,orngx lembutdan ramahtpi hotelx yg kurng kenpkarna fasilitas dlm kamr hotlx tdk dlm kasurx yg kotor dlm ruanganx bau rokok tdk ad wangi ruang
Irchamna Chamalia,4,3 tahun lalu di,"di masa pandemi gini kita bakal worry kalau mau nginep di hotel tapi baru di hotel ini nemuin kaya gini.. kita bisa pakai barang2nya dan tau kalo udah di sterilisasi, ah ga tau dah ini siapa yang punya ide, keren bangeett.. tapi sayangnya AC nya ga dingin..",1,pandemi gin worry nginep hotel hotel nemuin kaya gin pakai barang2nya tau kalo udah sterilisasi ah ga tau dah ide keren bangeett sayang ac nya ga dingin
Fitri Kumalasari,2,4 tahun lalu di,Di koridor lantai 2 atau entah di ruangan sebelahnya berisik banget. Mengganggu tamu yg mau Istirahat. Berarti bangunan gak kedap suara. Interior ruangan terlalu biasa untuk harga di atas biasa.,-1,koridor lantai 2 ruang belah berisik banget ganggu tamu yg istirahat bangun gak kedap suara interior ruang harga
Miann Julianty,5,setahun lalu di,"Hotel nya enak, bersih, fasilitas nya juga sesuai sama yang dipesan, bisa ngeliat view dari atas",1,hotel nya enak bersih fasilitas nya sesuai pes ngeliat view
Devi Erika,4,2 tahun lalu di,"Terletak di pusat kota...Lumayan oke serta bersih  hotelnya, pelayanan juga memuaskan, hanya gak dapet kopi ataupun teh",1,letak pusat kotalumayan oke bersih hotel layan muas gak dapet kopi teh
Puteri intan95,5,3 tahun lalu di,"Memilih Hotel Citra Dream saat berkunjung ke Yogyakarta karena pernah mencoba menginap di Hotel Citra Dream Semarang dan pelayanannya sama ,  sangat ramah , kamar oke , bisa mandi air hangat , wifi kencang , terus harganya murah tapi â¦",1,pilih hotel citra dream kunjung yogyakarta coba inap hotel citra dream semarang layan ramah kamar oke mandi air hangat wifi kencang harga murah 
Arief Wibowo,4,6 tahun lalu di,"Bagus utk setaraf hotel budget, citradream aman di kantong. Kebersihan cukup baik, BF yaa oke,, ada bbrp pilihan makanan. Staf helpfull, lokasi strategis, dan pelayanan tanpa ribet, cuma kamar kurang kedap suara.  Selebihnya okee saja",1,bagus utk taraf hotel budget citradream aman kantong bersih bf yaa oke bbrp pilih makan staf helpfull lokasi strategis layan ribet kamar kedap suara lebih okee
Rental mobil Dan motor,5,8 bulan lalu di,Pokoke bintaang full... Soalnya tamunya banyak menggunakan jasa kita hihi,1,pokoke bintaang full tamu jasa hihi
mustofa alam,2,setahun lalu di,"Kamarnya lumayan tapi, ketika saya check in ternyata kamar yang saya tempati belum dibersihakan ataupun disiapkan oleh pegawainya",-1,kamar lumayan check in kamar tempat dibersihakan siap pegawai
Erich P,2,5 tahun lalu di,"Kami datang untuk cek in malam ,sekitar jam 7/8, begitu kami masuk u cek in, kami menjumpai kecoa 2 kecil berkeliaran di lantai. UNTUNGNYA kami di antar satpam u membawakan tas2 kami. Setelah di laporkan ke resepsionis kami mendapat kamar â¦",-1,cek in malam jam 78 masuk u cek in jumpa kecoa 2 liar lantai untung satpam u bawa tas2 lapor resepsionis kamar 
SEKAR AYU RARASATI,5,6 tahun lalu di,"Over all bagus sekali. Untuk pelayanannya juga baik dan sangat ramah, makanannya juga lumayan oke.. lokasi yang sangat strategis.. dengan harga yang terjangkau hotel ini sangat recommended sekali untuk kawan semua",1,over all bagus layan ramah makan lumayan oke lokasi strategis harga jangkau hotel recommended kawan
Erdiyan AA,5,3 tahun lalu di,"No bohong bohong . Terima kasih pelayanannya. Request kamar dg view trbaik , beneran viewnya MasyaAllah. View sore day 1 dan day 2 dari kamar lantai 6. Jogja memang terbaik. Next nginep disana lagi InsyaAllah",1,no bohong bohong terima kasih layan request kamar dg view trbaik beneran viewnya masyaallah view sore day 1 day 2 kamar lantai 6 jogja baik next nginep sana insyaallah
Rio Subekti,1,setahun lalu di,"Ac ga dingin, ga ada ventilasi, ruangan terlalu tertutup ga ada pertukaran udara dari luar",-1,ac ga dingin ga ventilasi ruang tutup ga tukar udara
Aulia P. D. F,5,2 tahun lalu di,Pelayanan ramah. Kamar bersih. Lift bersih. Tempat tidur bersih. View luas. Makanan beragam dan enak. Parkiran luas. Akses mudah. Harga terjangkau. Handuk bersih.,1,layan ramah kamar bersih lift bersih tidur bersih view luas makan agam enak parkir luas akses mudah harga jangkau handuk bersih
Fajar Ramadhani,5,3 tahun lalu di,"Sudah dua kali menginap di hotel ini dalam rangka acara sekolah, terbaik dah. Pelayanannya, fasilitasnya. Mudah-mudahan bisa kembali lagi menginap di hotel ini",1,kali inap hotel rangka acara sekolah baik dah layan fasilitas mudahmudahan inap hotel
Charolina Hutagaul,4,5 tahun lalu di,"Front desk nya ramah,  chek in dan check out cepat,  suka sekali sama hotel citradream,  cuma klo bisa sikat gigi dan sandalnya dikasi 2.. Hotel cuma nyediain satu doang.  Overall bagus semua,  kamar rapi, bersih, kamar mandi juga bersih.. Sarapan juga lumayan lah,  sesuai dengan harga lah..  Suka deh pokoknya.. ðð â¦",1,front desk nya ramah chek in check out cepat suka hotel citradream klo sikat gigi sandal kasi 2 hotel nyediain doang overall bagus kamar rapi bersih kamar mandi bersih sarap lumayan sesuai harga suka deh pokok  
Haris Sulistyo,3,2 tahun lalu di,"Ruangan kurang bersih, khususnya bagian toilet, tolong diperhatikan lagi tiap pojokan toilet suka ada debu seperti tanah yg menumpuk",-1,ruang bersih toilet tolong perhati pojok toilet suka debu tanah yg tumpuk
Agustin Tina,2,setahun lalu di,Hotel ini kondisi kamar yg saya dapat kurang nyaman krn ada bau  krg sedap,-1,hotel kondisi kamar yg nyaman krn bau krg sedap
Danar Dianto,4,6 tahun lalu di,"Harganya menyesuaikan bagi kita yang berkunjung di jogja,tempatnya nyaman dan dekat sama tugu jogja bisa di tempu dgn jln kaki.tpi sayang air di kamar mandi kurang tolong agar bisa di perbaiki lagi.",1,harga sesuai kunjung jogjatempatnya nyaman tugu jogja tempu dgn jln kakitpi sayang air kamar mandi tolong baik
Alvenintha,4,5 tahun lalu di,"Untuk hotel bintang sekelasnya, hotel ini sudah baik. Kamarnya bagus dengan harga yg murah. Aksesnya juga mudah. Check in & check out nya pun cepat. Hanya saja sarapannya kurang menarik. Overall, good.",1,hotel bintang kelas hotel kamar bagus harga yg murah akses mudah check in check out nya cepat sarap tarik overall good
Eddy Santoso,3,4 tahun lalu di,"Pelayanan FO memuaskan, petugas parkir jg bisa mengatasi, tapi untuk petugas housekeeping nya tdk ada etika dan berisik mengganggu tamu. Harus di training, ini sdh saya sampaikan ke petugas FO nya.",-1,layan fo muas tugas parkir jg atas tugas housekeeping nya tdk etika berisik ganggu tamu training sdh tugas fo nya
Franky Lo,3,5 tahun lalu di,"Front desk helpful. Lokasi strategis dekat dengan sentra gudeg ð
Minusnya channel TV terbatas, sarapan ngak boleh dibawa ke kamar. Buat yang sulit bangun pagi, mending tanpa breakfast. â¦",-1,front desk helpful lokasi strategis sentra gudeg  minus channel tv batas sarap ngak bawa kamar sulit bangun pagi mending breakfast 
Defrizal Defrizal,3,5 tahun lalu di,Hotel ini terletak sekitar 100 meter dr tugu jogja...kamar nya tdk terlalu besar...namun kamar nya kurang kedap suara...suara geser kursi kamar sblh kedengeran...apalagi kl malam sepi...,-1,hotel letak 100 meter dr tugu jogjakamar nya tdk besarnamun kamar nya kedap suarasuara geser kursi kamar sblh kedengeranapalagi kl malam sepi
Julian Ade Putra,4,6 tahun lalu di,Hotel cukup bagus. Kamar mandi ada air panas dan dingin. Ga disediakan sikat gigi. Tapi untuk hotel dengan sewa di bawah 300rb/malam cukup worth it,1,hotel bagus kamar mandi air panas dingin ga sedia sikat gigi hotel sewa 300rbmalam worth it
Nurita Sari,4,4 tahun lalu di,"Hotel dekat ke Malioboro dan pusat kota Yogya.. di sekitaran hotel banyak jajanan. Kamarnya rapi bersih. Menu sarapannya jg lumayan..  Dengan harga yg tidak mahal, saya rekomen utk menginap di hotel ini",1,hotel malioboro pusat kota yogya sekitar hotel jajan kamar rapi bersih menu sarap jg lumayan harga yg mahal rekomen utk inap hotel
Hidayat PTPP,3,2 tahun lalu di,"Dari segi roomnya lumayan bersih tapi tolong di perhatikan lagi utk handuk nya sudah tidak layak pakai warnanya sudah item,di pinggirannya udah PD robek tolong di perhatikan lagi untuk anduknya",-1,segi roomnya lumayan bersih tolong perhati utk handuk nya layak pakai warna itemdi pinggir udah pd robek tolong perhati anduknya
nagita 2010,3,6 tahun lalu di,Sepre pas masuk kotor.. lapor ke petugas br diganti.. bed cover dekil bauu.. tp untungnya cleaning service ramah dan sigap.. tapi petugas yg melayani breakfast pelayanan kurang respon.. makanan rasa standar.. bubur kacang ijonya dingin.. sop jagung dingin..ok thanks cukup tau sm hotel ini,-1,sepre pas masuk kotor lapor tugas br ganti bed cover dekil bauu tp untung cleaning service ramah sigap tugas yg layan breakfast layan respon makan standar bubur kacang ijonya dingin sop jagung dinginok thanks tau sm hotel
rio subekti,1,setahun lalu di,"Parkiran sempit, tidak kedap suara ruangan nya, tidak ada balkon",-1,parkir sempit kedap suara ruang nya balkon
Hamdani Dani,5,3 tahun lalu di,"Pelayanan okey, lingkungan sekitar okey dekat dgn pusat kota(keramaian), kebersihan mantab, lokasi mudah dijangkau, akses road mantab.., area parkir luas, berlakukan prokes vovid-19",1,layan okey lingkung okey dgn pusat kotakeramaian bersih mantab lokasi mudah jangkau akses road mantab area parkir luas laku prokes vovid19
Dini Avida,1,5 tahun lalu di,"Tdk cocok untuk keluarga dgn anak kecil. Menu makanan yg sgt terbatas tdk tersedia nya ketel air kasur yg ""terlampau empuk"" shg menimbulkan kesan mendalam",-1,tdk cocok keluarga dgn anak menu makan yg sgt batas tdk sedia nya ketel air kasur yg lampau empuk shg timbul kesan dalam
